(80 / 47)*x^0 + (-76 / 1)*x^1 + (-91 / 1)*x^2  := (-0.856990855177487, 0.021826020012651784)
(-67 / 1)*x^0 + (-7 / 1)*x^1 + (18 / 1)*x^2 + (-29 / 77)*x^3 + (-55 / 1)*x^4 + (-43 / 17)*x^5 + (-61 / 1)*x^6 + (33 / 95)*x^7 + (-9 / 32)*x^8 + (-21 / 40)*x^9 + (13 / 1)*x^10 + (-21 / 74)*x^11 + (99 / 1)*x^12 + (68 / 1)*x^13 + (65 / 1)*x^14 + (8 / 1)*x^15 + (94 / 1)*x^16  := []
(38 / 1)*x^0 + (-13 / 23)*x^1 + (44 / 1)*x^2 + (-28 / 1)*x^3 + (15 / 1)*x^4 + (-67 / 1)*x^5 + (-98 / 1)*x^6 + (62 / 1)*x^7 + (-50 / 1)*x^8 + (-89 / 81)*x^9 + (23 / 28)*x^10 + (32 / 1)*x^11 + (-94 / 1)*x^12 + (-33 / 1)*x^13 + (34 / 1)*x^14 + (18 / 29)*x^15 + (-29 / 34)*x^16 + (19 / 1)*x^17 + (82 / 31)*x^18 + (39 / 1)*x^19  := []
(79 / 1)*x^0 + (-50 / 1)*x^1 + (82 / 1)*x^2  := ((0.30487804878048785+0.9329866073626909j), (0.30487804878048774-0.9329866073626909j))
(-81 / 1)*x^0 + (2 / 1)*x^1 + (85 / 1)*x^2 + (-82 / 1)*x^3 + (-4 / 1)*x^4 + (9 / 1)*x^5 + (74 / 1)*x^6  := []
(-33 / 1)*x^0 + (-43 / 1)*x^1 + (-66 / 1)*x^2 + (21 / 1)*x^3 + (-13 / 1)*x^4 + (59 / 1)*x^5 + (66 / 1)*x^6 + (-80 / 1)*x^7 + (36 / 1)*x^8  := []
(-27 / 1)*x^0 + (58 / 1)*x^1 + (14 / 1)*x^2 + (34 / 1)*x^3 + (-100 / 1)*x^4 + (-94 / 1)*x^5 + (51 / 1)*x^6 + (35 / 1)*x^7 + (-81 / 1)*x^8 + (96 / 1)*x^9 + (-64 / 1)*x^10 + (-52 / 1)*x^11 + (-72 / 1)*x^12 + (71 / 1)*x^13 + (-93 / 1)*x^14 + (93 / 1)*x^15 + (-12 / 1)*x^16 + (12 / 1)*x^17 + (-29 / 1)*x^18 + (46 / 1)*x^19  := []
(-51 / 1)*x^0 + (3 / 1)*x^1 + (-91 / 1)*x^2 + (-86 / 1)*x^3 + (-80 / 69)*x^4 + (-7 / 50)*x^5 + (54 / 1)*x^6 + (17 / 1)*x^7 + (42 / 85)*x^8 + (35 / 32)*x^9 + (-98 / 79)*x^10 + (-99 / 1)*x^11 + (-71 / 21)*x^12 + (29 / 1)*x^13 + (-19 / 3)*x^14 + (21 / 1)*x^15  := []
(-6 / 1)*x^0 + (-23 / 1)*x^1 + (71 / 1)*x^2 + (-95 / 1)*x^3 + (-39 / 1)*x^4 + (75 / 1)*x^5 + (-11 / 1)*x^6 + (-68 / 1)*x^7 + (-53 / 1)*x^8 + (-99 / 1)*x^9 + (-53 / 1)*x^10  := []
(35 / 12)*x^0 + (46 / 55)*x^1 + (-88 / 1)*x^2 + (-43 / 28)*x^3 + (69 / 4)*x^4 + (90 / 1)*x^5  := []
(-87 / 1)*x^0 + (-2 / 3)*x^1 + (-44 / 39)*x^2 + (44 / 41)*x^3 + (-3 / 1)*x^4 + (82 / 1)*x^5 + (-93 / 1)*x^6 + (1 / 7)*x^7 + (-13 / 44)*x^8 + (-15 / 23)*x^9 + (19 / 1)*x^10 + (-34 / 67)*x^11  := []
(15 / 1)*x^0 + (54 / 1)*x^1 + (-76 / 1)*x^2 + (81 / 1)*x^3 + (-92 / 1)*x^4 + (54 / 1)*x^5 + (88 / 1)*x^6 + (-11 / 1)*x^7 + (-22 / 1)*x^8 + (71 / 1)*x^9 + (-9 / 1)*x^10 + (-58 / 1)*x^11 + (21 / 1)*x^12 + (37 / 1)*x^13 + (97 / 1)*x^14 + (9 / 1)*x^15 + (-71 / 1)*x^16 + (-93 / 1)*x^17 + (22 / 1)*x^18  := []
(-99 / 1)*x^0 + (69 / 64)*x^1 + (-90 / 1)*x^2  := ((0.0059895833333332696-1.0487917452437796j), (0.005989583333333397+1.0487917452437796j))
(10 / 1)*x^0  := Degree of the polynomial == 0, thus no roots.
(89 / 31)*x^0 + (-5 / 11)*x^1 + (40 / 1)*x^2 + (-62 / 13)*x^3 + (56 / 1)*x^4 + (9 / 1)*x^5 + (75 / 1)*x^6 + (90 / 1)*x^7 + (8 / 1)*x^8 + (-46 / 1)*x^9 + (-57 / 17)*x^10 + (-26 / 1)*x^11 + (7 / 23)*x^12 + (-1 / 19)*x^13 + (-18 / 1)*x^14  := []
(27 / 1)*x^0 + (82 / 1)*x^1 + (3 / 2)*x^2 + (13 / 1)*x^3 + (46 / 1)*x^4  := []
(-75 / 1)*x^0 + (58 / 1)*x^1 + (-79 / 1)*x^2 + (-57 / 1)*x^3 + (-41 / 1)*x^4 + (20 / 1)*x^5 + (-85 / 87)*x^6 + (-76 / 47)*x^7 + (-47 / 1)*x^8 + (3 / 11)*x^9 + (-92 / 1)*x^10 + (77 / 1)*x^11 + (11 / 31)*x^12 + (-11 / 14)*x^13  := []
(79 / 1)*x^0 + (81 / 1)*x^1 + (-36 / 1)*x^2 + (98 / 1)*x^3 + (94 / 1)*x^4 + (84 / 61)*x^5 + (69 / 1)*x^6  := []
(-19 / 1)*x^0 + (91 / 40)*x^1 + (-1 / 18)*x^2 + (-53 / 1)*x^3 + (-43 / 51)*x^4 + (-46 / 31)*x^5 + (1 / 19)*x^6 + (97 / 14)*x^7 + (38 / 3)*x^8 + (23 / 73)*x^9 + (30 / 1)*x^10 + (-33 / 97)*x^11 + (37 / 1)*x^12 + (-48 / 5)*x^13 + (7 / 1)*x^14 + (-50 / 83)*x^15 + (30 / 1)*x^16 + (52 / 69)*x^17  := []
(26 / 1)*x^0 + (27 / 70)*x^1 + (-38 / 25)*x^2 + (-77 / 58)*x^3 + (78 / 1)*x^4 + (-50 / 9)*x^5 + (79 / 22)*x^6 + (15 / 1)*x^7 + (-38 / 1)*x^8 + (-19 / 17)*x^9 + (53 / 1)*x^10 + (13 / 1)*x^11 + (-30 / 1)*x^12 + (-25 / 1)*x^13 + (-93 / 1)*x^14 + (10 / 1)*x^15 + (-90 / 1)*x^16 + (-1 / 24)*x^17 + (40 / 1)*x^18 + (-43 / 1)*x^19  := []
(5 / 22)*x^0  := Degree of the polynomial == 0, thus no roots.
(-92 / 47)*x^0 + (95 / 36)*x^1 + (10 / 3)*x^2  := (0.4666735190052259, -1.2583401856718925)
(-8 / 47)*x^0 + (63 / 37)*x^1 + (27 / 1)*x^2 + (15 / 16)*x^3 + (-60 / 1)*x^4 + (-24 / 1)*x^5 + (58 / 1)*x^6 + (-61 / 1)*x^7 + (10 / 1)*x^8 + (-93 / 1)*x^9 + (-30 / 1)*x^10 + (1 / 2)*x^11 + (-6 / 31)*x^12 + (-98 / 1)*x^13 + (-9 / 1)*x^14 + (5 / 57)*x^15 + (-16 / 15)*x^16  := []
(-54 / 1)*x^0 + (-5 / 1)*x^1 + (12 / 11)*x^2 + (41 / 89)*x^3 + (-71 / 24)*x^4 + (-9 / 94)*x^5 + (19 / 1)*x^6 + (-17 / 22)*x^7 + (-45 / 1)*x^8 + (68 / 1)*x^9 + (38 / 15)*x^10 + (-24 / 29)*x^11 + (83 / 71)*x^12 + (-36 / 1)*x^13 + (84 / 1)*x^14 + (-30 / 1)*x^15 + (77 / 90)*x^16 + (-40 / 1)*x^17  := []
(-67 / 20)*x^0 + (-43 / 30)*x^1 + (12 / 1)*x^2 + (10 / 23)*x^3 + (37 / 48)*x^4 + (-5 / 6)*x^5 + (-31 / 77)*x^6 + (-14 / 1)*x^7 + (-3 / 2)*x^8 + (-37 / 86)*x^9 + (-39 / 29)*x^10 + (25 / 21)*x^11 + (-98 / 9)*x^12 + (94 / 27)*x^13 + (85 / 47)*x^14 + (-8 / 1)*x^15  := []
(26 / 19)*x^0 + (-75 / 71)*x^1 + (28 / 1)*x^2 + (100 / 1)*x^3 + (71 / 1)*x^4 + (13 / 50)*x^5 + (-57 / 1)*x^6 + (-18 / 1)*x^7 + (-99 / 86)*x^8 + (-39 / 8)*x^9 + (-4 / 17)*x^10 + (34 / 31)*x^11  := []
(26 / 1)*x^0 + (29 / 13)*x^1 + (-34 / 45)*x^2 + (-91 / 1)*x^3 + (-74 / 1)*x^4 + (-22 / 3)*x^5 + (2 / 1)*x^6 + (60 / 1)*x^7 + (-99 / 1)*x^8 + (-31 / 50)*x^9  := []
(38 / 21)*x^0 + (-97 / 1)*x^1 + (-98 / 1)*x^2 + (37 / 35)*x^3 + (17 / 64)*x^4 + (-86 / 1)*x^5 + (-7 / 1)*x^6 + (49 / 1)*x^7 + (49 / 1)*x^8 + (31 / 1)*x^9 + (-48 / 7)*x^10 + (20 / 1)*x^11 + (-20 / 1)*x^12 + (-33 / 13)*x^13  := []
(17 / 3)*x^0 + (-1 / 1)*x^1 + (-6 / 29)*x^2 + (40 / 1)*x^3 + (-21 / 10)*x^4 + (-15 / 1)*x^5 + (-59 / 18)*x^6 + (34 / 1)*x^7 + (-65 / 49)*x^8  := []
(-27 / 1)*x^0 + (-8 / 1)*x^1 + (-28 / 1)*x^2 + (33 / 1)*x^3 + (-21 / 19)*x^4 + (-85 / 83)*x^5 + (-19 / 28)*x^6 + (28 / 57)*x^7 + (76 / 1)*x^8 + (-3 / 1)*x^9 + (-64 / 1)*x^10 + (-67 / 54)*x^11  := []
(-75 / 52)*x^0 + (9 / 50)*x^1 + (70 / 1)*x^2 + (43 / 28)*x^3 + (-71 / 1)*x^4 + (-80 / 87)*x^5 + (-1 / 1)*x^6 + (11 / 16)*x^7 + (94 / 1)*x^8 + (16 / 45)*x^9 + (55 / 1)*x^10 + (3 / 1)*x^11 + (10 / 1)*x^12 + (-50 / 1)*x^13 + (22 / 1)*x^14  := []
(34 / 1)*x^0 + (-34 / 1)*x^1 + (-48 / 1)*x^2 + (-85 / 1)*x^3 + (13 / 1)*x^4 + (-95 / 49)*x^5 + (-4 / 1)*x^6 + (21 / 13)*x^7 + (89 / 1)*x^8 + (20 / 1)*x^9 + (59 / 1)*x^10 + (49 / 34)*x^11 + (-65 / 84)*x^12 + (-33 / 1)*x^13 + (67 / 41)*x^14 + (-4 / 35)*x^15 + (79 / 93)*x^16 + (-36 / 1)*x^17 + (72 / 47)*x^18 + (-37 / 1)*x^19  := []
(-62 / 1)*x^0 + (-30 / 1)*x^1 + (88 / 1)*x^2 + (-100 / 1)*x^3 + (-71 / 1)*x^4 + (15 / 1)*x^5 + (-51 / 1)*x^6 + (-37 / 1)*x^7  := []
(-83 / 35)*x^0  := Degree of the polynomial == 0, thus no roots.
(71 / 1)*x^0 + (-79 / 68)*x^1  := 4828 / 79
(5 / 52)*x^0 + (-53 / 70)*x^1 + (-65 / 37)*x^2 + (-86 / 1)*x^3 + (-55 / 41)*x^4 + (-27 / 38)*x^5 + (96 / 67)*x^6 + (-26 / 1)*x^7 + (50 / 11)*x^8 + (-11 / 1)*x^9 + (-31 / 25)*x^10 + (92 / 1)*x^11 + (-55 / 1)*x^12 + (93 / 1)*x^13 + (24 / 1)*x^14 + (63 / 80)*x^15 + (56 / 1)*x^16  := []
(-100 / 93)*x^0 + (-67 / 94)*x^1 + (-50 / 93)*x^2 + (-63 / 16)*x^3 + (32 / 39)*x^4 + (8 / 1)*x^5 + (-25 / 1)*x^6 + (7 / 4)*x^7  := []
(-81 / 1)*x^0  := Degree of the polynomial == 0, thus no roots.
(7 / 1)*x^0 + (98 / 1)*x^1 + (-44 / 1)*x^2 + (-12 / 1)*x^3 + (-89 / 1)*x^4  := []
(-21 / 1)*x^0 + (71 / 1)*x^1 + (38 / 1)*x^2 + (-29 / 1)*x^3 + (-92 / 1)*x^4 + (20 / 1)*x^5  := []
(-74 / 41)*x^0 + (33 / 1)*x^1 + (-91 / 1)*x^2 + (5 / 1)*x^3 + (-33 / 71)*x^4 + (-45 / 1)*x^5 + (56 / 47)*x^6 + (-11 / 27)*x^7 + (9 / 14)*x^8 + (-7 / 9)*x^9 + (-33 / 59)*x^10 + (-3 / 1)*x^11 + (6 / 91)*x^12  := []
(-76 / 1)*x^0 + (-45 / 14)*x^1 + (19 / 41)*x^2 + (64 / 1)*x^3 + (-82 / 1)*x^4 + (-85 / 1)*x^5  := []
(77 / 1)*x^0 + (-62 / 1)*x^1 + (2 / 5)*x^2 + (-99 / 1)*x^3 + (-46 / 21)*x^4  := []
(32 / 1)*x^0 + (-1 / 1)*x^1 + (90 / 1)*x^2 + (-55 / 1)*x^3  := []
(22 / 1)*x^0 + (100 / 1)*x^1 + (42 / 1)*x^2 + (-14 / 13)*x^3 + (-93 / 1)*x^4 + (47 / 55)*x^5 + (-8 / 1)*x^6 + (5 / 18)*x^7 + (-10 / 47)*x^8  := []
(1 / 15)*x^0 + (-14 / 1)*x^1 + (37 / 5)*x^2 + (12 / 1)*x^3 + (-25 / 1)*x^4  := []
(-39 / 40)*x^0 + (-62 / 1)*x^1 + (-12 / 1)*x^2 + (-12 / 19)*x^3 + (-53 / 1)*x^4 + (63 / 1)*x^5 + (-71 / 1)*x^6 + (62 / 51)*x^7  := []
(90 / 1)*x^0 + (-31 / 40)*x^1 + (11 / 1)*x^2 + (-84 / 13)*x^3 + (-9 / 34)*x^4 + (-28 / 69)*x^5 + (6 / 1)*x^6 + (17 / 7)*x^7 + (23 / 1)*x^8 + (87 / 47)*x^9 + (-73 / 1)*x^10 + (23 / 1)*x^11 + (-92 / 1)*x^12 + (-45 / 49)*x^13 + (-81 / 44)*x^14 + (-70 / 1)*x^15 + (28 / 33)*x^16  := []
(-89 / 82)*x^0 + (3 / 1)*x^1 + (58 / 71)*x^2 + (46 / 1)*x^3 + (33 / 32)*x^4 + (61 / 88)*x^5 + (63 / 1)*x^6 + (-68 / 1)*x^7 + (-77 / 1)*x^8 + (-59 / 40)*x^9  := []
(37 / 77)*x^0 + (-97 / 1)*x^1 + (30 / 1)*x^2 + (8 / 59)*x^3 + (57 / 1)*x^4 + (13 / 89)*x^5  := []
(8 / 1)*x^0 + (-23 / 1)*x^1 + (67 / 1)*x^2 + (-61 / 46)*x^3 + (62 / 1)*x^4 + (-35 / 1)*x^5 + (-61 / 1)*x^6 + (-35 / 1)*x^7 + (30 / 11)*x^8 + (-22 / 41)*x^9  := []
(51 / 1)*x^0 + (9 / 58)*x^1 + (16 / 1)*x^2 + (95 / 1)*x^3 + (45 / 8)*x^4 + (25 / 27)*x^5 + (-74 / 1)*x^6 + (-34 / 1)*x^7 + (32 / 1)*x^8 + (30 / 1)*x^9 + (-31 / 71)*x^10 + (-49 / 1)*x^11 + (-23 / 25)*x^12 + (75 / 1)*x^13 + (5 / 96)*x^14 + (-14 / 37)*x^15 + (41 / 1)*x^16 + (-86 / 65)*x^17  := []
(-2 / 1)*x^0 + (-41 / 1)*x^1 + (-30 / 7)*x^2 + (61 / 4)*x^3 + (-44 / 41)*x^4 + (-21 / 1)*x^5 + (21 / 1)*x^6 + (52 / 1)*x^7 + (-62 / 1)*x^8 + (-5 / 93)*x^9 + (2 / 49)*x^10  := []
(-79 / 1)*x^0 + (51 / 1)*x^1 + (-60 / 1)*x^2 + (-100 / 1)*x^3 + (-82 / 1)*x^4 + (-20 / 1)*x^5 + (83 / 1)*x^6 + (-10 / 1)*x^7 + (81 / 1)*x^8 + (10 / 1)*x^9 + (16 / 1)*x^10 + (71 / 1)*x^11  := []
(96 / 1)*x^0 + (97 / 1)*x^1 + (-26 / 1)*x^2 + (2 / 1)*x^3  := []
(40 / 1)*x^0 + (-97 / 1)*x^1  := 40 / 97
(-60 / 1)*x^0 + (-53 / 1)*x^1 + (-71 / 1)*x^2 + (14 / 1)*x^3 + (-25 / 1)*x^4 + (-94 / 1)*x^5 + (100 / 1)*x^6 + (26 / 1)*x^7 + (-30 / 1)*x^8 + (22 / 1)*x^9 + (-68 / 1)*x^10 + (-63 / 1)*x^11 + (-4 / 1)*x^12  := []
(19 / 1)*x^0 + (77 / 1)*x^1 + (-53 / 1)*x^2 + (97 / 1)*x^3 + (86 / 1)*x^4 + (-3 / 1)*x^5 + (-57 / 1)*x^6 + (49 / 1)*x^7 + (88 / 1)*x^8 + (-40 / 1)*x^9 + (94 / 1)*x^10 + (36 / 1)*x^11 + (66 / 1)*x^12 + (38 / 1)*x^13  := []
(-45 / 1)*x^0 + (-13 / 1)*x^1 + (57 / 1)*x^2 + (-89 / 56)*x^3 + (11 / 16)*x^4  := []
(-7 / 66)*x^0 + (-25 / 17)*x^1 + (-61 / 1)*x^2 + (39 / 1)*x^3 + (68 / 29)*x^4 + (-64 / 1)*x^5  := []
(-62 / 1)*x^0 + (48 / 5)*x^1  := 155 / 24
(32 / 15)*x^0  := Degree of the polynomial == 0, thus no roots.
(64 / 1)*x^0 + (4 / 1)*x^1 + (-10 / 1)*x^2 + (81 / 1)*x^3  := []
(-72 / 1)*x^0 + (-71 / 1)*x^1 + (-43 / 1)*x^2 + (65 / 1)*x^3  := []
(-74 / 1)*x^0 + (-89 / 38)*x^1 + (-28 / 1)*x^2 + (-40 / 3)*x^3 + (7 / 1)*x^4 + (-10 / 37)*x^5  := []
(7 / 4)*x^0 + (-42 / 1)*x^1 + (83 / 1)*x^2 + (44 / 93)*x^3 + (12 / 1)*x^4 + (-61 / 1)*x^5 + (-19 / 1)*x^6 + (27 / 88)*x^7  := []
(43 / 1)*x^0 + (-46 / 1)*x^1 + (57 / 1)*x^2 + (-7 / 1)*x^3 + (10 / 1)*x^4 + (67 / 1)*x^5 + (-61 / 1)*x^6 + (-85 / 1)*x^7 + (42 / 1)*x^8 + (92 / 1)*x^9  := []
(-76 / 1)*x^0 + (-3 / 2)*x^1 + (-47 / 1)*x^2 + (-34 / 1)*x^3 + (-80 / 49)*x^4 + (-59 / 1)*x^5 + (-38 / 75)*x^6 + (41 / 1)*x^7 + (-5 / 1)*x^8 + (63 / 1)*x^9 + (68 / 1)*x^10 + (43 / 65)*x^11  := []
(-61 / 1)*x^0 + (55 / 1)*x^1 + (-83 / 51)*x^2 + (38 / 53)*x^3 + (37 / 1)*x^4 + (-2 / 1)*x^5 + (21 / 4)*x^6  := []
(-71 / 91)*x^0 + (5 / 1)*x^1 + (10 / 1)*x^2 + (-43 / 59)*x^3 + (0 / 1)*x^4 + (-1 / 5)*x^5 + (9 / 10)*x^6 + (5 / 44)*x^7 + (-57 / 29)*x^8 + (-74 / 1)*x^9 + (1 / 89)*x^10 + (-2 / 1)*x^11 + (-50 / 27)*x^12 + (-71 / 1)*x^13 + (0 / 1)*x^14 + (-49 / 1)*x^15 + (-60 / 1)*x^16 + (-11 / 9)*x^17  := []
(-72 / 1)*x^0 + (11 / 20)*x^1 + (85 / 76)*x^2 + (18 / 1)*x^3 + (-1 / 7)*x^4 + (-57 / 1)*x^5 + (63 / 40)*x^6 + (-11 / 48)*x^7 + (-87 / 94)*x^8 + (-20 / 1)*x^9 + (29 / 1)*x^10 + (-28 / 47)*x^11 + (-65 / 1)*x^12 + (61 / 1)*x^13 + (31 / 50)*x^14 + (-38 / 1)*x^15 + (74 / 1)*x^16 + (43 / 54)*x^17 + (-59 / 1)*x^18  := []
(-100 / 1)*x^0 + (24 / 1)*x^1 + (-38 / 1)*x^2 + (-5 / 13)*x^3 + (-17 / 1)*x^4 + (3 / 40)*x^5 + (-94 / 1)*x^6 + (-17 / 31)*x^7 + (1 / 19)*x^8 + (-48 / 23)*x^9 + (97 / 1)*x^10 + (4 / 53)*x^11 + (-23 / 29)*x^12 + (-1 / 26)*x^13 + (-1 / 3)*x^14 + (-28 / 19)*x^15 + (43 / 35)*x^16 + (-2 / 69)*x^17  := []
(46 / 1)*x^0 + (-1 / 22)*x^1  := 1012 / 1
(57 / 1)*x^0 + (7 / 16)*x^1 + (56 / 83)*x^2 + (-42 / 1)*x^3 + (-75 / 74)*x^4  := []
(14 / 89)*x^0 + (-33 / 1)*x^1 + (98 / 17)*x^2 + (-97 / 1)*x^3 + (-48 / 17)*x^4 + (17 / 11)*x^5 + (29 / 35)*x^6 + (76 / 1)*x^7 + (-17 / 20)*x^8 + (8 / 19)*x^9 + (94 / 45)*x^10 + (-31 / 53)*x^11 + (65 / 1)*x^12 + (-59 / 81)*x^13 + (41 / 30)*x^14 + (-22 / 93)*x^15 + (54 / 1)*x^16 + (68 / 1)*x^17 + (-25 / 1)*x^18  := []
(3 / 5)*x^0 + (-37 / 1)*x^1 + (47 / 18)*x^2 + (49 / 1)*x^3  := []
(-43 / 100)*x^0 + (-96 / 1)*x^1 + (-82 / 1)*x^2 + (-57 / 5)*x^3 + (85 / 1)*x^4 + (40 / 1)*x^5 + (-34 / 1)*x^6 + (-97 / 1)*x^7 + (79 / 1)*x^8 + (29 / 1)*x^9 + (49 / 1)*x^10 + (-90 / 1)*x^11 + (31 / 1)*x^12  := []
(-90 / 1)*x^0 + (-31 / 88)*x^1 + (-45 / 16)*x^2 + (-44 / 1)*x^3 + (-25 / 19)*x^4 + (-100 / 1)*x^5 + (-7 / 13)*x^6 + (-47 / 1)*x^7 + (17 / 48)*x^8 + (10 / 11)*x^9 + (51 / 1)*x^10 + (-17 / 27)*x^11  := []
(75 / 1)*x^0 + (20 / 23)*x^1 + (55 / 1)*x^2 + (76 / 27)*x^3 + (-13 / 7)*x^4 + (-75 / 1)*x^5 + (8 / 51)*x^6 + (-34 / 1)*x^7 + (78 / 1)*x^8 + (-62 / 19)*x^9 + (-22 / 47)*x^10 + (-31 / 1)*x^11 + (-88 / 1)*x^12  := []
(32 / 1)*x^0 + (-82 / 81)*x^1 + (97 / 39)*x^2 + (90 / 1)*x^3 + (5 / 18)*x^4 + (30 / 13)*x^5 + (-98 / 1)*x^6 + (59 / 1)*x^7 + (13 / 8)*x^8 + (-13 / 14)*x^9 + (-94 / 39)*x^10 + (-20 / 19)*x^11 + (-46 / 1)*x^12 + (-1 / 6)*x^13 + (-56 / 41)*x^14 + (20 / 1)*x^15 + (13 / 6)*x^16 + (37 / 42)*x^17  := []
(-95 / 1)*x^0 + (48 / 1)*x^1 + (-16 / 17)*x^2 + (-54 / 1)*x^3 + (91 / 1)*x^4 + (-7 / 16)*x^5 + (-3 / 13)*x^6 + (88 / 1)*x^7 + (-59 / 48)*x^8 + (82 / 35)*x^9 + (-1 / 3)*x^10 + (-5 / 4)*x^11 + (-72 / 1)*x^12 + (25 / 9)*x^13 + (96 / 23)*x^14 + (21 / 1)*x^15  := []
(-20 / 1)*x^0  := Degree of the polynomial == 0, thus no roots.
(48 / 1)*x^0 + (-9 / 89)*x^1 + (97 / 1)*x^2 + (98 / 1)*x^3 + (-59 / 74)*x^4 + (46 / 87)*x^5 + (20 / 83)*x^6 + (88 / 1)*x^7 + (86 / 37)*x^8 + (43 / 1)*x^9 + (99 / 80)*x^10 + (13 / 1)*x^11 + (99 / 1)*x^12 + (10 / 41)*x^13  := []
(13 / 87)*x^0 + (3 / 11)*x^1 + (67 / 60)*x^2 + (79 / 1)*x^3 + (-14 / 1)*x^4 + (88 / 1)*x^5 + (-41 / 54)*x^6 + (68 / 11)*x^7 + (-43 / 49)*x^8 + (-92 / 1)*x^9 + (-96 / 73)*x^10 + (-45 / 1)*x^11 + (-83 / 1)*x^12 + (-47 / 91)*x^13 + (-41 / 31)*x^14 + (73 / 1)*x^15 + (15 / 61)*x^16  := []
(25 / 1)*x^0 + (43 / 1)*x^1 + (-45 / 49)*x^2 + (9 / 1)*x^3 + (23 / 25)*x^4 + (-7 / 9)*x^5 + (90 / 89)*x^6 + (-1 / 2)*x^7 + (-92 / 41)*x^8 + (-85 / 1)*x^9  := []
(12 / 1)*x^0 + (6 / 11)*x^1 + (58 / 25)*x^2 + (71 / 1)*x^3 + (-2 / 15)*x^4 + (-81 / 11)*x^5 + (87 / 1)*x^6 + (-13 / 1)*x^7 + (47 / 40)*x^8 + (43 / 1)*x^9 + (-31 / 30)*x^10 + (-13 / 1)*x^11 + (-69 / 5)*x^12  := []
(70 / 1)*x^0 + (-46 / 1)*x^1 + (25 / 1)*x^2 + (85 / 1)*x^3 + (-59 / 1)*x^4 + (28 / 1)*x^5 + (92 / 1)*x^6 + (63 / 1)*x^7 + (97 / 1)*x^8 + (-75 / 1)*x^9  := []
(20 / 1)*x^0 + (-9 / 1)*x^1 + (-57 / 1)*x^2  := (-0.6765340817631965, 0.5186393449210912)
(18 / 1)*x^0  := Degree of the polynomial == 0, thus no roots.
(-25 / 1)*x^0 + (-83 / 1)*x^1 + (-29 / 60)*x^2 + (29 / 33)*x^3 + (89 / 67)*x^4 + (-35 / 1)*x^5 + (7 / 1)*x^6  := []
(-2 / 11)*x^0 + (-32 / 1)*x^1  := -1 / 176
(5 / 16)*x^0 + (80 / 1)*x^1 + (17 / 69)*x^2 + (49 / 32)*x^3 + (47 / 1)*x^4 + (-84 / 1)*x^5 + (-58 / 89)*x^6 + (-92 / 49)*x^7 + (36 / 95)*x^8 + (-47 / 1)*x^9 + (-3 / 5)*x^10 + (-24 / 1)*x^11 + (-59 / 13)*x^12 + (-41 / 46)*x^13 + (3 / 11)*x^14 + (-76 / 1)*x^15 + (-31 / 9)*x^16  := []
(-40 / 1)*x^0 + (-28 / 1)*x^1 + (-39 / 1)*x^2 + (88 / 1)*x^3 + (-12 / 1)*x^4 + (43 / 1)*x^5 + (54 / 1)*x^6  := []
(-74 / 1)*x^0 + (-63 / 1)*x^1 + (-73 / 45)*x^2 + (65 / 1)*x^3 + (-65 / 1)*x^4 + (-61 / 1)*x^5 + (-39 / 14)*x^6 + (54 / 1)*x^7 + (10 / 3)*x^8 + (92 / 1)*x^9 + (-13 / 9)*x^10  := []
(54 / 1)*x^0 + (-1 / 2)*x^1 + (-7 / 1)*x^2 + (-59 / 7)*x^3 + (87 / 1)*x^4 + (77 / 1)*x^5 + (-90 / 1)*x^6 + (-20 / 1)*x^7 + (-97 / 12)*x^8 + (-20 / 1)*x^9 + (-16 / 1)*x^10 + (26 / 1)*x^11 + (88 / 83)*x^12 + (-74 / 79)*x^13 + (19 / 37)*x^14 + (33 / 1)*x^15 + (1 / 18)*x^16  := []
(22 / 1)*x^0 + (-89 / 50)*x^1 + (14 / 3)*x^2  := ((0.19071428571428584+2.162848532724889j), (0.19071428571428556-2.162848532724889j))
(4 / 39)*x^0 + (-16 / 27)*x^1 + (-41 / 1)*x^2 + (-61 / 1)*x^3 + (3 / 1)*x^4 + (87 / 1)*x^5 + (-92 / 1)*x^6 + (-76 / 1)*x^7 + (-27 / 19)*x^8 + (-28 / 1)*x^9  := []
(-97 / 1)*x^0 + (-17 / 1)*x^1 + (9 / 46)*x^2 + (-77 / 1)*x^3 + (55 / 82)*x^4 + (-33 / 4)*x^5 + (74 / 1)*x^6 + (13 / 21)*x^7 + (66 / 1)*x^8 + (-8 / 1)*x^9 + (55 / 1)*x^10 + (58 / 5)*x^11 + (-5 / 1)*x^12 + (79 / 1)*x^13 + (100 / 33)*x^14 + (-6 / 1)*x^15 + (-63 / 1)*x^16 + (-29 / 67)*x^17  := []
(-71 / 1)*x^0 + (91 / 1)*x^1 + (-57 / 1)*x^2 + (-9 / 17)*x^3 + (-43 / 71)*x^4 + (36 / 1)*x^5 + (-93 / 1)*x^6 + (-2 / 9)*x^7 + (-5 / 9)*x^8 + (-3 / 7)*x^9 + (57 / 1)*x^10 + (0 / 1)*x^11 + (62 / 1)*x^12 + (6 / 55)*x^13 + (-16 / 1)*x^14 + (-14 / 59)*x^15 + (2 / 1)*x^16 + (-74 / 1)*x^17 + (46 / 11)*x^18  := []
